alpha0,alpha1,alpha2,alpha3,Cx0Mean,Cy0Mean,Cm0Mean, Cx1Mean,Cy1Mean,Cm1Mean, Cx2Mean,Cy2Mean,Cm2Mean, Cx3Mean,Cy3Mean,Cm3Mean,Flag,,,SumCx,SumCy
5,-8,-10,-16,1.91087,1.138641,-0.357113,1.475576,1.169142,-0.262309,2.567487,2.354071,-0.529152,1.772526,2.042231,-0.414408,CONVERGED,,,7.726459,6.704085
-5,-6,-10,-16,0.741738,0.794005,-0.277291,1.547805,1.172669,-0.27277,3.027684,2.586911,-0.544732,1.869083,2.061893,-0.412242,NOTCONVERGED,,,7.18631,6.615478
-3,-6,-10,-16,0.781824,0.764482,-0.265902,1.543302,1.169661,-0.272268,2.93904,2.53077,-0.541238,1.867561,2.065798,-0.413519,NOTCONVERGED,,,7.131727,6.530711
-1,-6,-10,-16,2.166934,1.326846,-0.353199,1.416987,1.123915,-0.265778,2.540873,2.369439,-0.532771,1.747933,2.025628,-0.41227,CONVERGED,,,7.872727,6.845828
1,-6,-10,-16,2.114118,1.280388,-0.359665,1.422607,1.12529,-0.265983,2.543189,2.363242,-0.531215,1.753421,2.028177,-0.412535,CONVERGED,,,7.833335,6.797097
3,-6,-10,-16,2.017841,1.212498,-0.359426,1.431874,1.127807,-0.266329,2.551475,2.356843,-0.529816,1.763168,2.032914,-0.413076,CONVERGED,,,7.764358,6.730062
5,-6,-10,-16,1.902403,1.135415,-0.355883,1.443372,1.131541,-0.26701,2.561375,2.348563,-0.527754,1.773457,2.037021,-0.413152,CONVERGED,,,7.680607,6.65254
-5,-4,-10,-16,0.738673,0.790891,-0.275894,1.494277,1.122032,-0.274707,3.0182,2.579863,-0.543654,1.872143,2.056126,-0.411139,NOTCONVERGED,,,7.123293,6.548912
-3,-4,-10,-16,0.779613,0.761655,-0.264582,1.489299,1.119058,-0.274323,2.927801,2.522742,-0.539866,1.869414,2.058851,-0.411963,NOTCONVERGED,,,7.066127,6.462306
-1,-4,-10,-16,2.157285,1.323542,-0.352162,1.347845,1.061621,-0.264157,2.530904,2.360622,-0.530496,1.753634,2.020171,-0.410898,CONVERGED,,,7.789668,6.765956
1,-4,-10,-16,2.102759,1.276211,-0.35828,1.353238,1.063046,-0.264342,2.534195,2.355255,-0.529344,1.759168,2.022756,-0.41117,CONVERGED,,,7.74936,6.717268
3,-4,-10,-16,2.006015,1.208051,-0.357921,1.36298,1.066222,-0.264801,2.542514,2.348457,-0.527729,1.768348,2.02666,-0.411395,CONVERGED,,,7.679857,6.64939
5,-4,-10,-16,1.893383,1.132205,-0.35498,1.375612,1.070661,-0.265636,2.553164,2.341586,-0.526246,1.779493,2.032023,-0.411967,CONVERGED,,,7.601652,6.576475
-5,-2,-10,-16,0.735434,0.78692,-0.274207,1.414892,1.055692,-0.272444,3.005221,2.569868,-0.541996,1.87674,2.048153,-0.40934,NOTCONVERGED,,,7.032287,6.460633
-3,-2,-10,-16,0.776955,0.758,-0.262669,1.409313,1.052288,-0.271738,2.917095,2.513694,-0.538463,1.874707,2.051657,-0.410438,NOTCONVERGED,,,6.97807,6.375639
-1,-2,-10,-16,2.146555,1.319661,-0.350903,1.264692,0.990422,-0.259941,2.52133,2.352356,-0.528764,1.761214,2.01475,-0.409616,CONVERGED,,,7.693791,6.677189
1,-2,-10,-16,2.090623,1.271795,-0.356945,1.270168,0.99204,-0.260084,2.524164,2.346371,-0.527331,1.766468,2.016818,-0.40966,CONVERGED,,,7.651423,6.627024
3,-2,-10,-16,1.993607,1.203403,-0.356429,1.280508,0.995692,-0.260694,2.53245,2.339458,-0.525629,1.776189,2.021289,-0.410173,CONVERGED,,,7.582754,6.559842
5,-2,-10,-16,1.880271,1.126927,-0.353074,1.293927,1.001044,-0.261842,2.543708,2.332978,-0.52427,1.78626,2.025688,-0.410433,CONVERGED,,,7.504166,6.486637
-5,0,-10,-16,0.732274,0.782992,-0.272564,1.323999,0.982182,-0.267925,2.990166,2.55814,-0.540023,1.881226,2.038351,-0.40705,NOTCONVERGED,,,6.927665,6.361665
-3,0,-10,-16,0.777054,0.756072,-0.261338,1.318299,0.978907,-0.267309,2.898307,2.499819,-0.535864,1.879332,2.042293,-0.408268,NOTCONVERGED,,,6.872992,6.277091
-1,0,-10,-16,2.135467,1.316112,-0.349887,1.173267,0.914159,-0.253988,2.509387,2.341715,-0.52604,1.768477,2.007108,-0.407472,CONVERGED,,,7.586598,6.579094
1,0,-10,-16,2.078122,1.267127,-0.355535,1.180153,0.916696,-0.25447,2.514161,2.337345,-0.525291,1.774535,2.010377,-0.40808,CONVERGED,,,7.546971,6.531545
3,0,-10,-16,1.980416,1.198317,-0.354763,1.191158,0.921079,-0.255361,2.522495,2.330419,-0.523623,1.783521,2.014129,-0.408305,CONVERGED,,,7.47759,6.463944
5,0,-10,-16,1.867354,1.122158,-0.351565,1.203541,0.926014,-0.256263,2.532022,2.322624,-0.521667,1.793843,2.01875,-0.408731,CONVERGED,,,7.39676,6.389546
-5,-10,-8,-16,0.739263,0.790972,-0.276121,0.534169,0.682558,-0.21852,2.860208,2.408542,-0.536739,2.186961,2.22205,-0.428208,NOTCONVERGED,,,6.320601,6.104122
-3,-10,-8,-16,0.786147,0.764006,-0.264942,0.534934,0.683087,-0.218655,2.777632,2.356666,-0.532521,2.179023,2.224129,-0.429475,NOTCONVERGED,,,6.277736,6.027888
-1,-10,-8,-16,2.136549,1.319821,-0.352333,0.587718,0.728933,-0.228152,2.400562,2.210834,-0.523121,1.93564,2.119369,-0.42083,NOTCONVERGED,,,7.060469,6.378957
1,-10,-8,-16,2.07626,1.269006,-0.357332,0.586967,0.727901,-0.22809,2.406422,2.206993,-0.5221,1.944842,2.124297,-0.421431,NOTCONVERGED,,,7.014491,6.328197
3,-10,-8,-16,1.979566,1.199924,-0.35666,0.580192,0.722542,-0.227091,2.417755,2.202771,-0.520918,1.962651,2.133295,-0.422235,NOTCONVERGED,,,6.940164,6.258532
5,-10,-8,-16,1.867226,1.123328,-0.353247,0.575356,0.718951,-0.22666,2.43201,2.198805,-0.519896,1.982135,2.14406,-0.423562,NOTCONVERGED,,,6.856727,6.185144
-5,-8,-8,-16,0.750223,0.801089,-0.278292,1.168232,0.969151,-0.226795,2.838072,2.414221,-0.540861,1.941489,2.075059,-0.411899,NOTCONVERGED,,,6.698016,6.25952
-3,-8,-8,-16,0.805968,0.777333,-0.267175,1.16188,0.965052,-0.226083,2.749368,2.357984,-0.53562,1.93777,2.078579,-0.413171,NOTCONVERGED,,,6.654986,6.178948
-1,-8,-8,-16,2.199967,1.360924,-0.364507,1.46738,1.171677,-0.263568,2.411666,2.240448,-0.530835,1.759776,2.039115,-0.414581,CONVERGED,,,7.838789,6.812164
1,-8,-8,-16,2.130518,1.304766,-0.368084,1.470934,1.171126,-0.263206,2.418115,2.236323,-0.529741,1.766909,2.042083,-0.414848,CONVERGED,,,7.786476,6.754298
3,-8,-8,-16,2.028072,1.232423,-0.366754,1.477051,1.171306,-0.262842,2.429705,2.232485,-0.528687,1.777044,2.046041,-0.414911,CONVERGED,,,7.711872,6.682255
5,-8,-8,-16,1.909725,1.152901,-0.363012,1.483647,1.171481,-0.262454,2.442009,2.227392,-0.527277,1.788916,2.051411,-0.415529,CONVERGED,,,7.624297,6.603185
-5,-6,-8,-16,0.762657,0.813613,-0.282991,1.558251,1.176768,-0.273702,2.860594,2.438461,-0.546607,1.884983,2.071095,-0.413353,NOTCONVERGED,,,7.066485,6.499937
-3,-6,-8,-16,0.819248,0.789526,-0.27164,1.551474,1.173042,-0.272902,2.768871,2.38031,-0.540901,1.881461,2.074837,-0.414766,CONVERGED,,,7.021054,6.417715
-1,-6,-8,-16,2.193704,1.35914,-0.363951,1.427493,1.128644,-0.266675,2.405368,2.235252,-0.529594,1.762052,2.034399,-0.413439,CONVERGED,,,7.788617,6.757435
1,-6,-8,-16,2.123784,1.302547,-0.367463,1.433524,1.129892,-0.266728,2.413167,2.232111,-0.528839,1.768122,2.036419,-0.413321,CONVERGED,,,7.738597,6.700969
3,-6,-8,-16,2.021278,1.230318,-0.366155,1.442907,1.132364,-0.267019,2.422845,2.226744,-0.52713,1.77829,2.041105,-0.413795,CONVERGED,,,7.66532,6.630531
5,-6,-8,-16,1.903397,1.150768,-0.362367,1.453881,1.13556,-0.267523,2.435875,2.222247,-0.525911,1.789542,2.046439,-0.414423,CONVERGED,,,7.582695,6.555014
-5,-4,-8,-16,0.759492,0.810676,-0.281721,1.506234,1.127485,-0.275917,2.851993,2.432038,-0.545478,1.886344,2.064109,-0.411752,CONVERGED,,,7.004063,6.434308
-3,-4,-8,-16,0.81711,0.786897,-0.270447,1.498634,1.123102,-0.275069,2.759271,2.37302,-0.53936,1.8833,2.068136,-0.413285,NOTCONVERGED,,,6.958315,6.351155
-1,-4,-8,-16,2.182844,1.355109,-0.362633,1.35765,1.066152,-0.265012,2.396462,2.227443,-0.527669,1.767344,2.028433,-0.411925,CONVERGED,,,7.7043,6.677137
1,-4,-8,-16,2.113322,1.298992,-0.366469,1.364662,1.068131,-0.265229,2.403715,2.22415,-0.52686,1.774375,2.031506,-0.412167,CONVERGED,,,7.656074,6.622779
3,-4,-8,-16,2.009817,1.226008,-0.364751,1.374753,1.071231,-0.265614,2.414259,2.219251,-0.525306,1.783729,2.03539,-0.412317,CONVERGED,,,7.582558,6.55188
5,-4,-8,-16,1.892516,1.146448,-0.360841,1.3883,1.076244,-0.266725,2.428425,2.21577,-0.524462,1.795148,2.04108,-0.413096,CONVERGED,,,7.504389,6.479542
-5,-2,-8,-16,0.755641,0.806987,-0.280241,1.426867,1.061207,-0.273581,2.838331,2.421634,-0.543244,1.891438,2.056702,-0.410296,NOTCONVERGED,,,6.912277,6.34653
-3,-2,-8,-16,0.814415,0.783302,-0.268528,1.418797,1.056661,-0.2727,2.74699,2.363684,-0.537711,1.887783,2.060171,-0.41163,NOTCONVERGED,,,6.867985,6.263818
-1,-2,-8,-16,2.170701,1.350498,-0.361081,1.275111,0.995479,-0.260992,2.386791,2.218945,-0.525608,1.774274,2.02211,-0.410287,CONVERGED,,,7.606877,6.587032
1,-2,-8,-16,2.099826,1.293642,-0.364607,1.28224,0.997727,-0.261243,2.394367,2.215743,-0.524805,1.781016,2.024998,-0.410516,CONVERGED,,,7.557449,6.53211
3,-2,-8,-16,1.997319,1.221233,-0.363266,1.293838,1.0021,-0.262142,2.405765,2.211828,-0.523708,1.790529,2.02926,-0.410874,CONVERGED,,,7.487451,6.464421
5,-2,-8,-16,1.878778,1.14091,-0.358823,1.306989,1.007076,-0.263127,2.418831,2.206885,-0.522151,1.801188,2.033784,-0.411185,CONVERGED,,,7.405786,6.388655
-5,0,-8,-16,0.752052,0.803024,-0.278493,1.336524,0.98816,-0.26939,2.825507,2.4115,-0.541451,1.896172,2.047015,-0.40805,NOTCONVERGED,,,6.810255,6.249699
-3,0,-8,-16,0.811903,0.780488,-0.267219,1.328555,0.983744,-0.268458,2.733383,2.353131,-0.535623,1.892741,2.05098,-0.409435,NOTCONVERGED,,,6.766582,6.168343
-1,0,-8,-16,2.159089,1.346216,-0.35991,1.18409,0.919498,-0.255189,2.377195,2.210371,-0.523578,1.782825,2.016122,-0.408888,CONVERGED,,,7.503199,6.492207
1,0,-8,-16,2.087954,1.289501,-0.363593,1.191766,0.92231,-0.255671,2.383603,2.206173,-0.522303,1.788813,2.018275,-0.408929,CONVERGED,,,7.452136,6.436259
3,0,-8,-16,1.983842,1.215783,-0.361428,1.203028,0.926674,-0.256469,2.396063,2.202829,-0.521469,1.798278,2.02246,-0.409286,CONVERGED,,,7.381211,6.367746
5,0,-8,-16,1.867045,1.136499,-0.357574,1.21597,0.931892,-0.257556,2.409295,2.198826,-0.520398,1.809045,2.027412,-0.409871,CONVERGED,,,7.301355,6.294629
-5,-10,-6,-16,0.762651,0.813208,-0.282628,0.533429,0.682329,-0.218672,2.672328,2.247964,-0.533273,2.211079,2.23509,-0.429686,NOTCONVERGED,,,6.179487,5.978591
-3,-10,-6,-16,0.825599,0.791497,-0.271417,0.535435,0.683709,-0.218974,2.592124,2.197743,-0.527975,2.197974,2.235128,-0.430757,NOTCONVERGED,,,6.151132,5.908077
-1,-10,-6,-16,2.15889,1.350585,-0.362622,0.587064,0.728211,-0.228151,2.25452,2.069853,-0.517613,1.956923,2.132087,-0.422487,NOTCONVERGED,,,6.957397,6.280736
1,-10,-6,-16,2.084505,1.291229,-0.365311,0.582489,0.724996,-0.227761,2.264719,2.068451,-0.517046,1.970013,2.138538,-0.423039,NOTCONVERGED,,,6.901726,6.223214
3,-10,-6,-16,1.982069,1.217855,-0.363602,0.574885,0.718599,-0.226448,2.278668,2.066536,-0.516125,1.98887,2.147427,-0.423682,NOTCONVERGED,,,6.824492,6.150417
5,-10,-6,-16,1.865735,1.137716,-0.359321,0.567452,0.712763,-0.225414,2.295241,2.064821,-0.515312,2.012158,2.160018,-0.425414,NOTCONVERGED,,,6.740586,6.075318
-5,-8,-6,-16,0.775288,0.825147,-0.285302,1.18048,0.977463,-0.22888,2.64263,2.247183,-0.535518,1.958542,2.085577,-0.413284,NOTCONVERGED,,,6.55694,6.13537
-3,-8,-6,-16,0.844226,0.806023,-0.274295,1.170872,0.970691,-0.227413,2.559163,2.194202,-0.529293,1.953394,2.088805,-0.414698,NOTCONVERGED,,,6.527655,6.059721
-1,-8,-6,-16,2.22085,1.392229,-0.374877,1.476517,1.175169,-0.263968,2.259481,2.09315,-0.524349,1.775946,2.048482,-0.415575,CONVERGED,,,7.732794,6.70903
1,-8,-6,-16,2.140482,1.329322,-0.377046,1.481243,1.174983,-0.263574,2.26992,2.091961,-0.523848,1.784842,2.052671,-0.41615,CONVERGED,,,7.676487,6.648937
3,-8,-6,-16,2.029845,1.251591,-0.374292,1.486019,1.174194,-0.262987,2.283053,2.089484,-0.522719,1.794997,2.056284,-0.416142,CONVERGED,,,7.593914,6.571553
5,-8,-6,-16,1.907962,1.168392,-0.369607,1.492186,1.173923,-0.262537,2.298381,2.087298,-0.521716,1.806997,2.061118,-0.416478,CONVERGED,,,7.505526,6.490731
-5,-6,-6,-16,0.787721,0.83748,-0.289818,1.569493,1.181736,-0.274422,2.66147,2.268223,-0.540714,1.90289,2.082516,-0.414958,NOTCONVERGED,,,6.921574,6.369955
-3,-6,-6,-16,0.858607,0.818678,-0.278908,1.560083,1.176796,-0.273598,2.576129,2.214107,-0.534432,1.896811,2.084744,-0.416031,NOTCONVERGED,,,6.89163,6.294325
-1,-6,-6,-16,2.213439,1.389388,-0.373906,1.438632,1.133615,-0.267547,2.254933,2.089278,-0.523432,1.778075,2.04363,-0.414423,CONVERGED,,,7.685079,6.655911
1,-6,-6,-16,2.131063,1.325658,-0.375712,1.447363,1.13631,-0.268145,2.264764,2.08732,-0.522699,1.785353,2.046928,-0.414667,CONVERGED,,,7.628543,6.596216
3,-6,-6,-16,2.022326,1.24876,-0.37325,1.455765,1.137879,-0.267999,2.277682,2.084584,-0.521282,1.795649,2.050868,-0.414746,CONVERGED,,,7.551422,6.522091
5,-6,-6,-16,1.90063,1.165731,-0.368637,1.466899,1.140988,-0.268454,2.293243,2.083116,-0.520644,1.80733,2.05654,-0.415561,CONVERGED,,,7.468102,6.446375
-5,-4,-6,-16,0.784648,0.834905,-0.288756,1.519375,1.133564,-0.277272,2.652795,2.261788,-0.539398,1.905046,2.076467,-0.413792,NOTCONVERGED,,,6.861864,6.306724
-3,-4,-6,-16,0.856152,0.816574,-0.277958,1.507556,1.127074,-0.275746,2.566907,2.207242,-0.532968,1.899383,2.07878,-0.414877,NOTCONVERGED,,,6.829998,6.22967
-1,-4,-6,-16,2.203054,1.385719,-0.372793,1.370139,1.072034,-0.2662,2.246474,2.081843,-0.521505,1.783687,2.038313,-0.413154,CONVERGED,,,7.603354,6.577909
1,-4,-6,-16,2.120512,1.321708,-0.374541,1.37881,1.074839,-0.266702,2.257013,2.080525,-0.520901,1.790561,2.04073,-0.413023,CONVERGED,,,7.546896,6.517802
3,-4,-6,-16,2.012086,1.245048,-0.372209,1.390295,1.078546,-0.267294,2.270045,2.078449,-0.519912,1.801827,2.046831,-0.414141,CONVERGED,,,7.474253,6.448874
5,-4,-6,-16,1.890079,1.161643,-0.36732,1.40199,1.082357,-0.267865,2.28523,2.076128,-0.518757,1.811722,2.05006,-0.413879,CONVERGED,,,7.389021,6.370188
-5,-2,-6,-16,0.780789,0.830451,-0.286843,1.441135,1.068099,-0.275276,2.640653,2.252219,-0.537211,1.908969,2.067696,-0.411776,NOTCONVERGED,,,6.771546,6.218465
-3,-2,-6,-16,0.854777,0.813912,-0.276404,1.430315,1.06242,-0.274202,2.553554,2.19731,-0.530698,1.902744,2.070225,-0.412926,NOTCONVERGED,,,6.74139,6.143867
-1,-2,-6,-16,2.190149,1.380677,-0.371152,1.287075,1.001159,-0.262127,2.23796,2.074298,-0.519651,1.790676,2.032208,-0.411741,CONVERGED,,,7.50586,6.488342
1,-2,-6,-16,2.108159,1.317038,-0.373106,1.295744,1.004101,-0.262556,2.247452,2.072352,-0.518832,1.798163,2.03524,-0.411851,CONVERGED,,,7.449518,6.428731
3,-2,-6,-16,1.999404,1.23987,-0.370503,1.307512,1.008513,-0.263457,2.261639,2.070702,-0.517906,1.807395,2.038859,-0.41197,CONVERGED,,,7.37595,6.357944
5,-2,-6,-16,1.877943,1.156828,-0.365745,1.320076,1.013025,-0.264247,2.277037,2.068832,-0.517034,1.818276,2.043689,-0.412509,CONVERGED,,,7.293332,6.282374
-5,0,-6,-16,0.776607,0.826268,-0.285065,1.349948,0.994763,-0.27094,2.628874,2.242975,-0.535362,1.91273,2.057215,-0.409287,NOTCONVERGED,,,6.668159,6.121221
-3,0,-6,-16,0.851092,0.810386,-0.274697,1.339043,0.988999,-0.269753,2.541088,2.187574,-0.528571,1.907398,2.060623,-0.410761,NOTCONVERGED,,,6.638621,6.047582
-1,0,-6,-16,2.178555,1.376559,-0.370207,1.197078,0.926049,-0.256728,2.228228,2.065919,-0.517529,1.798029,2.02501,-0.409911,CONVERGED,,,7.40189,6.393537
1,0,-6,-16,2.094412,1.311495,-0.37135,1.205469,0.929078,-0.257177,2.23863,2.064181,-0.516745,1.805108,2.027546,-0.409881,CONVERGED,,,7.343619,6.3323
3,0,-6,-16,1.985063,1.233812,-0.36835,1.218139,0.934165,-0.258301,2.25289,2.062753,-0.515928,1.81514,2.032213,-0.41048,CONVERGED,,,7.271232,6.262943
5,0,-6,-16,1.86406,1.150988,-0.363689,1.230815,0.939121,-0.259216,2.268599,2.061334,-0.515244,1.825621,2.036586,-0.410817,CONVERGED,,,7.189095,6.188029
-5,-10,-4,-16,0.789942,0.838707,-0.289972,0.533831,0.68291,-0.219074,2.464759,2.073658,-0.523768,2.234228,2.247183,-0.430921,NOTCONVERGED,,,6.02276,5.842458
-3,-10,-4,-16,0.870824,0.823678,-0.279096,0.535772,0.684599,-0.219414,2.38951,2.027272,-0.518032,2.217022,2.246065,-0.432008,NOTCONVERGED,,,6.013128,5.781614
-1,-10,-4,-16,2.176076,1.380376,-0.372583,0.584955,0.727703,-0.22859,2.095397,1.918138,-0.508672,1.981534,2.146764,-0.42421,NOTCONVERGED,,,6.837962,6.172981
1,-10,-4,-16,2.090818,1.313822,-0.37347,0.576791,0.721294,-0.227331,2.10879,1.91883,-0.508297,1.998783,2.156013,-0.425399,NOTCONVERGED,,,6.775182,6.109959
3,-10,-4,-16,1.982851,1.236153,-0.370732,0.569147,0.715307,-0.226187,2.125314,1.919419,-0.507737,2.019147,2.166708,-0.426574,NOTCONVERGED,,,6.696459,6.037587
5,-10,-4,-16,1.862837,1.152472,-0.365701,0.558205,0.705109,-0.223619,2.144647,1.920545,-0.507356,2.045733,2.178076,-0.427377,NOTCONVERGED,,,6.611422,5.956202
-5,-8,-4,-16,0.810217,0.853895,-0.29293,1.190259,0.983319,-0.230259,2.427055,2.06614,-0.524338,1.975468,2.096351,-0.41471,NOTCONVERGED,,,6.402999,5.999705
-3,-8,-4,-16,0.904009,0.844472,-0.282414,1.179777,0.976116,-0.22867,2.347557,2.016895,-0.517764,1.96723,2.09881,-0.416211,NOTCONVERGED,,,6.398573,5.936293
-1,-8,-4,-16,2.236897,1.422605,-0.385077,1.486009,1.17878,-0.264299,2.095316,1.936218,-0.514798,1.79404,2.059181,-0.416831,CONVERGED,,,7.612262,6.596784
1,-8,-4,-16,2.143841,1.351656,-0.384963,1.490005,1.177627,-0.26381,2.10848,1.936506,-0.514191,1.804709,2.063771,-0.417312,CONVERGED,,,7.547035,6.52956
3,-8,-4,-16,2.029531,1.270522,-0.38168,1.494687,1.176562,-0.26302,2.123643,1.936494,-0.513436,1.815649,2.067855,-0.417545,CONVERGED,,,7.46351,6.451433
5,-8,-4,-16,1.903195,1.183697,-0.376255,1.500659,1.175992,-0.262634,2.14117,1.936941,-0.512796,1.827863,2.072943,-0.418039,CONVERGED,,,7.372887,6.369573
-5,-6,-4,-16,0.820585,0.866299,-0.297851,1.580598,1.186704,-0.275469,2.444286,2.085128,-0.529334,1.921863,2.095221,-0.416886,NOTCONVERGED,,,6.767332,6.233352
-3,-6,-4,-16,0.916154,0.856562,-0.287104,1.568793,1.180927,-0.2746,2.361593,2.03392,-0.522327,1.912464,2.096437,-0.417993,NOTCONVERGED,,,6.759004,6.167846
-1,-6,-4,-16,2.230936,1.420742,-0.384701,1.45115,1.139126,-0.268514,2.090819,1.9324,-0.513877,1.79656,2.05494,-0.41585,CONVERGED,,,7.569465,6.547208
1,-6,-4,-16,2.137521,1.349605,-0.384415,1.459949,1.141489,-0.268794,2.103621,1.932667,-0.513273,1.804486,2.057907,-0.415864,CONVERGED,,,7.505577,6.481668
3,-6,-4,-16,2.023248,1.26832,-0.380982,1.470098,1.144139,-0.269173,2.119114,1.932983,-0.512549,1.81556,2.062967,-0.416519,CONVERGED,,,7.42802,6.408409
5,-6,-4,-16,1.896564,1.181159,-0.375339,1.481209,1.147001,-0.269522,2.137315,1.933867,-0.512063,1.827365,2.068324,-0.417109,CONVERGED,,,7.342453,6.330351
-5,-4,-4,-16,0.821482,0.864577,-0.296534,1.530729,1.138954,-0.278293,2.433936,2.077987,-0.527794,1.922761,2.088266,-0.415366,CONVERGED,,,6.708908,6.169784
-3,-4,-4,-16,0.922682,0.8576,-0.286078,1.517207,1.13225,-0.277243,2.349291,2.025661,-0.520687,1.912304,2.088689,-0.416268,NOTCONVERGED,,,6.701484,6.1042
-1,-4,-4,-16,2.218953,1.415795,-0.382955,1.383416,1.078305,-0.267419,2.083342,1.925979,-0.512148,1.801443,2.048859,-0.414389,CONVERGED,,,7.487154,6.468938
1,-4,-4,-16,2.1268,1.345696,-0.383319,1.393303,1.081523,-0.267959,2.096223,1.926449,-0.511696,1.808987,2.051577,-0.414263,CONVERGED,,,7.425313,6.405245
3,-4,-4,-16,2.011823,1.263725,-0.379414,1.404985,1.085364,-0.268692,2.112003,1.926558,-0.510728,1.820247,2.056954,-0.415074,CONVERGED,,,7.349058,6.332601
5,-4,-4,-16,1.886489,1.177158,-0.374025,1.417557,1.089538,-0.26934,2.12964,1.927409,-0.510293,1.830458,2.060596,-0.414934,CONVERGED,,,7.264144,6.254701
-5,-2,-4,-16,0.818687,0.860275,-0.294429,1.452546,1.073815,-0.276547,2.424548,2.070136,-0.526034,1.925489,2.078676,-0.413121,CONVERGED,,,6.62127,6.082902
-3,-2,-4,-16,0.927035,0.857008,-0.284571,1.436493,1.065489,-0.274779,2.335451,2.015911,-0.518655,1.91567,2.080051,-0.414481,NOTCONVERGED,,,6.614649,6.018459
-1,-2,-4,-16,2.207325,1.411592,-0.381864,1.300353,1.007618,-0.263432,2.075071,1.918736,-0.510215,1.807813,2.042055,-0.412724,CONVERGED,,,7.390562,6.380001
1,-2,-4,-16,2.113797,1.34018,-0.381474,1.311525,1.011804,-0.264366,2.088935,1.919874,-0.509966,1.816942,2.046684,-0.413419,CONVERGED,,,7.331199,6.318542
3,-2,-4,-16,1.998967,1.258544,-0.377774,1.322841,1.015724,-0.264951,2.1037,1.919275,-0.508763,1.826602,2.050108,-0.413445,CONVERGED,,,7.25211,6.243651
5,-2,-4,-16,1.87423,1.172281,-0.372461,1.336139,1.020524,-0.265864,2.121554,1.920023,-0.508144,1.837929,2.055071,-0.413975,CONVERGED,,,7.169852,6.167899
-5,0,-4,-16,0.816466,0.857003,-0.292841,1.361155,1.000471,-0.272319,2.410871,2.060093,-0.523742,1.929829,2.06903,-0.411167,CONVERGED,,,6.518321,5.986597
-3,0,-4,-16,0.944653,0.860572,-0.282736,1.343393,0.991315,-0.27036,2.315382,2.002364,-0.515933,1.918773,2.070369,-0.412453,NOTCONVERGED,,,6.522201,5.92462
-1,0,-4,-16,2.192942,1.405266,-0.379721,1.210619,0.932755,-0.25818,2.067164,1.911508,-0.508287,1.815745,2.035398,-0.411179,CONVERGED,,,7.28647,6.284927
1,0,-4,-16,2.099343,1.334265,-0.379555,1.220688,0.936615,-0.25896,2.079258,1.911014,-0.507295,1.823497,2.03821,-0.411224,CONVERGED,,,7.222786,6.220104
3,0,-4,-16,1.985225,1.252805,-0.375901,1.232948,0.941391,-0.259893,2.095778,1.912366,-0.507048,1.833958,2.043277,-0.411973,CONVERGED,,,7.147909,6.149839
5,0,-4,-16,1.85948,1.16577,-0.370097,1.245726,0.946189,-0.26069,2.113127,1.912458,-0.506173,1.845071,2.047812,-0.412318,CONVERGED,,,7.063404,6.072229
-5,-10,-2,-16,0.832573,0.869534,-0.2973,0.53396,0.683645,-0.219437,2.24653,1.892606,-0.510796,2.255708,2.259302,-0.43219,NOTCONVERGED,,,5.868771,5.705087
-3,-10,-2,-16,1.017408,0.901464,-0.291958,0.538436,0.687421,-0.22052,2.124556,1.827193,-0.501623,2.225953,2.250675,-0.431753,NOTCONVERGED,,,5.906353,5.666753
-1,-10,-2,-16,2.189742,1.408833,-0.38226,0.57743,0.722228,-0.227576,1.92837,1.759989,-0.497599,2.011254,2.163677,-0.426133,NOTCONVERGED,,,6.706796,6.054727
1,-10,-2,-16,2.095673,1.336848,-0.381963,0.572748,0.717617,-0.226566,1.94323,1.762154,-0.497193,2.028828,2.172421,-0.427334,NOTCONVERGED,,,6.640479,5.98904
3,-10,-2,-16,1.982539,1.25464,-0.378129,0.563082,0.709052,-0.224479,1.962773,1.765767,-0.497167,2.052666,2.183625,-0.428372,NOTCONVERGED,,,6.56106,5.913084
5,-10,-2,-16,1.858938,1.16759,-0.372374,0.553193,0.700525,-0.222569,1.983975,1.769307,-0.496953,2.07938,2.196826,-0.429708,NOTCONVERGED,,,6.475486,5.834248
-5,-8,-2,-16,0.853742,0.886043,-0.300423,1.19669,0.987955,-0.231578,2.206695,1.881863,-0.510335,1.992601,2.107717,-0.416441,NOTCONVERGED,,,6.249728,5.863578
-3,-8,-2,-16,1.160071,0.993776,-0.314576,1.171474,0.97087,-0.227535,2.052101,1.800139,-0.498942,1.967877,2.104138,-0.417263,NOTCONVERGED,,,6.351523,5.868923
-1,-8,-2,-16,2.249071,1.451817,-0.394918,1.496112,1.182366,-0.264691,1.921996,1.771576,-0.50262,1.814844,2.071059,-0.418137,CONVERGED,,,7.482023,6.476818
1,-8,-2,-16,2.147775,1.375432,-0.393673,1.500571,1.181511,-0.26425,1.93668,1.773616,-0.502042,1.824811,2.075144,-0.418585,CONVERGED,,,7.409837,6.405703
3,-8,-2,-16,2.028201,1.289945,-0.389458,1.504133,1.179465,-0.263196,1.954452,1.776347,-0.501614,1.836646,2.079442,-0.41878,CONVERGED,,,7.323432,6.325199
5,-8,-2,-16,1.896916,1.199191,-0.383173,1.507996,1.177761,-0.262556,1.97359,1.779209,-0.501298,1.84879,2.084198,-0.41922,CONVERGED,,,7.227292,6.240359
