alpha0,alpha1,alpha2,alpha3,Cx0Mean,Cy0Mean,Cm0Mean, Cx1Mean,Cy1Mean,Cm1Mean, Cx2Mean,Cy2Mean,Cm2Mean, Cx3Mean,Cy3Mean,Cm3Mean,Flag,,,SumCx,SumCy
-1,-4,-4,-12,2.192441,1.411137,-0.381511,1.397171,1.112369,-0.279294,2.05142,1.903894,-0.506728,1.618563,1.822868,-0.410241,CONVERGED,,,7.259595,6.250268
1,-4,-4,-12,2.095106,1.33758,-0.380453,1.405932,1.114821,-0.279413,2.064584,1.903995,-0.505955,1.627088,1.826724,-0.410397,CONVERGED,,,7.19271,6.18312
3,-4,-4,-12,1.980664,1.255589,-0.376833,1.419291,1.119556,-0.280368,2.080539,1.904782,-0.505279,1.638985,1.833335,-0.411313,CONVERGED,,,7.119479,6.113262
5,-4,-4,-12,1.854702,1.168023,-0.371087,1.431663,1.123448,-0.280873,2.099519,1.906311,-0.505026,1.651028,1.839605,-0.412065,CONVERGED,,,7.036912,6.037387
-5,-2,-4,-12,0.82093,0.857267,-0.291574,1.462906,1.102804,-0.287092,2.385344,2.045996,-0.521153,1.760887,1.880807,-0.414849,NOTCONVERGED,,,6.430067,5.886874
-3,-2,-4,-12,1.034942,0.912162,-0.292451,1.443268,1.09123,-0.284667,2.219777,1.954406,-0.507094,1.748926,1.876806,-0.414625,NOTCONVERGED,,,6.446913,5.834604
-1,-2,-4,-12,2.178608,1.405072,-0.379451,1.309825,1.036717,-0.27453,2.045206,1.898015,-0.505349,1.628861,1.820971,-0.409193,CONVERGED,,,7.1625,6.160775
1,-2,-4,-12,2.083568,1.332959,-0.379207,1.319227,1.03975,-0.27489,2.057663,1.897793,-0.504387,1.638451,1.826288,-0.410051,CONVERGED,,,7.098909,6.09679
3,-2,-4,-12,1.969046,1.25079,-0.375445,1.33109,1.04401,-0.275571,2.073414,1.898472,-0.503746,1.649048,1.831052,-0.410197,CONVERGED,,,7.022598,6.024324
5,-2,-4,-12,1.842805,1.162823,-0.369403,1.344844,1.048882,-0.276394,2.091714,1.899227,-0.503027,1.661733,1.838109,-0.411302,CONVERGED,,,6.941096,5.949041
-5,0,-4,-12,0.816322,0.852682,-0.28969,1.367917,1.024965,-0.282117,2.37455,2.03715,-0.518954,1.771707,1.877797,-0.413725,NOTCONVERGED,,,6.330496,5.792594
-3,0,-4,-12,2.180956,1.431241,-0.366128,1.21395,0.956647,-0.268263,2.034806,1.890499,-0.502944,1.641253,1.820831,-0.408652,NOTCONVERGED,,,7.070965,6.099218
-1,0,-4,-12,2.165834,1.399931,-0.378103,1.213325,0.955313,-0.267768,2.037645,1.891033,-0.503515,1.640544,1.819036,-0.408136,CONVERGED,,,7.057348,6.065313
1,0,-4,-12,2.06935,1.326935,-0.377218,1.224855,0.960122,-0.268803,2.04939,1.890131,-0.502309,1.649645,1.823474,-0.408491,CONVERGED,,,6.99324,6.000662
3,0,-4,-12,1.95391,1.244095,-0.373097,1.237936,0.965307,-0.269804,2.065268,1.890609,-0.501473,1.660414,1.828999,-0.409125,CONVERGED,,,6.917528,5.92901
5,0,-4,-12,1.828877,1.156841,-0.367386,1.25127,0.970415,-0.270708,2.083901,1.89234,-0.501268,1.672852,1.835944,-0.410252,CONVERGED,,,6.8369,5.85554
-5,-10,-2,-12,0.833407,0.866281,-0.294216,0.566177,0.720562,-0.229944,2.206408,1.868822,-0.505692,2.06635,2.056096,-0.43844,NOTCONVERGED,,,5.672342,5.511761
-3,-10,-2,-12,2.209127,1.454833,-0.37445,0.645682,0.785545,-0.242437,1.881009,1.732779,-0.491313,1.775968,1.907535,-0.419587,NOTCONVERGED,,,6.511786,5.880692
-1,-10,-2,-12,2.19346,1.429927,-0.388684,1.156881,1.025135,-0.236051,1.885432,1.739705,-0.493614,1.687876,1.859529,-0.414997,NOTCONVERGED,,,6.923649,6.054296
1,-10,-2,-12,2.090688,1.352237,-0.386595,1.166373,1.032013,-0.238188,1.901253,1.742866,-0.493483,1.69857,1.865764,-0.416054,NOTCONVERGED,,,6.856884,5.99288
3,-10,-2,-12,1.971009,1.266031,-0.381866,1.15702,1.02854,-0.239386,1.918685,1.745277,-0.4929,1.712605,1.871921,-0.416614,NOTCONVERGED,,,6.759319,5.911769
5,-10,-2,-12,1.820225,1.161576,-0.370626,0.756872,0.842802,-0.249759,1.934913,1.740075,-0.489852,1.774318,1.896314,-0.416411,NOTCONVERGED,,,6.286328,5.640767
-5,-8,-2,-12,0.868255,0.897038,-0.302911,1.607478,1.246001,-0.277232,2.186845,1.876746,-0.510187,1.76943,1.904375,-0.419942,NOTCONVERGED,,,6.432008,5.92416
-3,-8,-2,-12,2.280487,1.500974,-0.387773,1.535117,1.239304,-0.281362,1.884545,1.750307,-0.497802,1.618615,1.83718,-0.413737,NOTCONVERGED,,,7.318764,6.327765
-1,-8,-2,-12,2.222601,1.446849,-0.393149,1.537448,1.237972,-0.280744,1.893243,1.751758,-0.497727,1.624519,1.839814,-0.413928,CONVERGED,,,7.277811,6.276393
1,-8,-2,-12,2.120253,1.369466,-0.391803,1.544092,1.23831,-0.280343,1.908652,1.754502,-0.49744,1.634893,1.844948,-0.414462,CONVERGED,,,7.20789,6.207226
3,-8,-2,-12,1.999888,1.283125,-0.387386,1.552245,1.239134,-0.280246,1.925904,1.757063,-0.496778,1.647737,1.852378,-0.415684,CONVERGED,,,7.125774,6.1317
5,-8,-2,-12,1.867977,1.190683,-0.380336,1.55996,1.239281,-0.2799,1.947167,1.761353,-0.496891,1.660866,1.858459,-0.416151,CONVERGED,,,7.03597,6.049776
-5,-6,-2,-12,0.868516,0.897688,-0.303085,1.621285,1.237058,-0.290232,2.183236,1.874757,-0.509721,1.765002,1.90136,-0.419587,CONVERGED,,,6.438039,5.910863
-3,-6,-2,-12,2.274702,1.499201,-0.387018,1.48189,1.186021,-0.282801,1.878418,1.745474,-0.496531,1.62447,1.836018,-0.413328,NOTCONVERGED,,,7.25948,6.266714
-1,-6,-2,-12,2.215335,1.44462,-0.392768,1.486244,1.186334,-0.282558,1.885789,1.745582,-0.495797,1.629689,1.837314,-0.412842,CONVERGED,,,7.217057,6.21385
1,-6,-2,-12,2.111948,1.366607,-0.391061,1.496767,1.189293,-0.28306,1.902556,1.749428,-0.495875,1.640505,1.844082,-0.414179,CONVERGED,,,7.151776,6.14941
3,-6,-2,-12,1.991876,1.280081,-0.386455,1.508662,1.192787,-0.283605,1.920714,1.752697,-0.495553,1.652064,1.849522,-0.414545,CONVERGED,,,7.073316,6.075087
5,-6,-2,-12,1.85976,1.187229,-0.37907,1.521265,1.19624,-0.284021,1.941893,1.756824,-0.495504,1.664781,1.855926,-0.415232,CONVERGED,,,6.987699,5.996219
-5,-4,-2,-12,0.869127,0.895004,-0.301307,1.558693,1.179656,-0.291219,2.174933,1.86863,-0.508424,1.770017,1.897176,-0.41814,NOTCONVERGED,,,6.37277,5.840466
-3,-4,-2,-12,2.263874,1.494889,-0.385914,1.405635,1.117565,-0.280247,1.872229,1.739821,-0.494932,1.632376,1.832547,-0.411625,NOTCONVERGED,,,7.174114,6.184822
-1,-4,-2,-12,2.203057,1.439387,-0.391093,1.411311,1.118855,-0.28037,1.880724,1.740822,-0.494574,1.63915,1.836349,-0.412269,CONVERGED,,,7.134242,6.135413
1,-4,-2,-12,2.099732,1.361407,-0.389383,1.422726,1.122824,-0.281145,1.896391,1.743837,-0.494317,1.648552,1.841318,-0.412848,CONVERGED,,,7.067401,6.069386
3,-4,-2,-12,1.980251,1.274961,-0.384726,1.435722,1.127228,-0.281887,1.915371,1.747606,-0.494168,1.659156,1.845996,-0.412976,CONVERGED,,,6.9905,5.995791
5,-4,-2,-12,1.850435,1.183984,-0.378375,1.448187,1.13101,-0.282371,1.934903,1.750998,-0.493876,1.67254,1.853594,-0.414258,CONVERGED,,,6.906065,5.919586
-5,-2,-2,-12,0.868132,0.892583,-0.299904,1.47341,1.107957,-0.288173,2.164412,1.860629,-0.506437,1.779083,1.894545,-0.417391,CONVERGED,,,6.285037,5.755714
-3,-2,-2,-12,2.254255,1.491107,-0.38462,1.317547,1.04162,-0.275599,1.864332,1.733189,-0.493106,1.643002,1.831403,-0.410991,CONVERGED,,,7.079136,6.097319
-1,-2,-2,-12,2.189125,1.433453,-0.389197,1.324596,1.043919,-0.275988,1.873837,1.734628,-0.492852,1.648915,1.834215,-0.411243,CONVERGED,,,7.036473,6.046215
1,-2,-2,-12,2.086841,1.356023,-0.387763,1.335512,1.047672,-0.276587,1.889285,1.737459,-0.492485,1.659237,1.839735,-0.412011,CONVERGED,,,6.970875,5.980889
3,-2,-2,-12,1.966804,1.269056,-0.382748,1.348402,1.052222,-0.277306,1.907652,1.740629,-0.492041,1.670148,1.844716,-0.412307,CONVERGED,,,6.893006,5.906623
5,-2,-2,-12,1.837572,1.178207,-0.37641,1.362337,1.057435,-0.278347,1.927805,1.744611,-0.492031,1.682684,1.851556,-0.413327,CONVERGED,,,6.810398,5.831809
-5,0,-2,-12,0.867925,0.889455,-0.297937,1.378229,1.030345,-0.283434,2.153446,1.852205,-0.504423,1.788466,1.890505,-0.416042,CONVERGED,,,6.188066,5.66251
-3,0,-2,-12,2.242404,1.486297,-0.383233,1.222004,0.961024,-0.269291,1.856476,1.72624,-0.491147,1.654054,1.828868,-0.409741,CONVERGED,,,6.974938,6.002429
-1,0,-2,-12,2.175503,1.427715,-0.387511,1.229587,0.963678,-0.269716,1.866524,1.727942,-0.490926,1.660645,1.832463,-0.410297,CONVERGED,,,6.932259,5.951798
1,0,-2,-12,2.073591,1.349978,-0.38584,1.240481,0.967675,-0.270378,1.882777,1.731457,-0.490867,1.669816,1.836274,-0.410371,CONVERGED,,,6.866665,5.885384
3,0,-2,-12,1.953893,1.263765,-0.38124,1.254011,0.973233,-0.271569,1.900399,1.734327,-0.490353,1.681483,1.842821,-0.411438,CONVERGED,,,6.789786,5.814146
5,0,-2,-12,1.824276,1.17217,-0.374344,1.267753,0.978438,-0.272497,1.921176,1.73846,-0.490369,1.693853,1.848847,-0.412067,CONVERGED,,,6.707058,5.737915
-5,-10,0,-12,0.884383,0.902201,-0.302124,0.566891,0.721857,-0.230573,1.986665,1.685943,-0.489421,2.091248,2.073112,-0.441436,NOTCONVERGED,,,5.529187,5.383113
-3,-10,0,-12,2.242089,1.496472,-0.387782,0.649505,0.789393,-0.243943,1.698844,1.56335,-0.476519,1.796424,1.920283,-0.421298,NOTCONVERGED,,,6.386862,5.769498
-1,-10,0,-12,2.201032,1.457329,-0.397883,1.170696,1.034985,-0.238472,1.705605,1.569847,-0.478505,1.709938,1.873359,-0.416819,NOTCONVERGED,,,6.787271,5.93552
1,-10,0,-12,2.091838,1.374782,-0.395099,1.166501,1.033959,-0.239714,1.723177,1.574948,-0.478417,1.722953,1.8802,-0.418027,NOTCONVERGED,,,6.704469,5.863889
3,-10,0,-12,1.962129,1.280472,-0.3881,1.055116,0.979126,-0.243824,1.744058,1.579851,-0.478158,1.750028,1.89057,-0.418406,NOTCONVERGED,,,6.511331,5.730019
5,-10,0,-12,1.814654,1.17436,-0.376752,0.654574,0.793023,-0.246841,1.77039,1.583382,-0.476503,1.84696,1.947699,-0.424874,NOTCONVERGED,,,6.086578,5.498464
-5,-8,0,-12,0.922433,0.934007,-0.310635,1.600888,1.239862,-0.275392,1.960859,1.686669,-0.492371,1.790082,1.91795,-0.422172,NOTCONVERGED,,,6.274262,5.778488
-3,-8,0,-12,2.312861,1.543611,-0.401416,1.544713,1.242808,-0.281495,1.696967,1.57466,-0.48191,1.639278,1.850932,-0.415865,CONVERGED,,,7.193819,6.212011
-1,-8,0,-12,2.232583,1.476263,-0.403436,1.549602,1.242648,-0.281251,1.710062,1.578676,-0.481947,1.647784,1.855139,-0.416327,CONVERGED,,,7.140031,6.152726
1,-8,0,-12,2.123231,1.393523,-0.40089,1.556251,1.242634,-0.281129,1.727848,1.584004,-0.48192,1.659065,1.861038,-0.417076,CONVERGED,,,7.066395,6.081199
3,-8,0,-12,1.996019,1.301566,-0.394852,1.56368,1.24279,-0.280765,1.747071,1.588909,-0.481453,1.671965,1.867168,-0.417677,CONVERGED,,,6.978735,6.000433
5,-8,0,-12,1.862073,1.206914,-0.387898,1.572864,1.244101,-0.280469,1.769725,1.595707,-0.481865,1.684095,1.873066,-0.418234,CONVERGED,,,6.888757,5.919788
-5,-6,0,-12,0.925793,0.936748,-0.31128,1.63106,1.241764,-0.291132,1.957476,1.685229,-0.492153,1.782191,1.914211,-0.421785,CONVERGED,,,6.29652,5.777952
-3,-6,0,-12,2.305161,1.540875,-0.400687,1.494899,1.191955,-0.283803,1.692004,1.570209,-0.480498,1.644883,1.849218,-0.415172,CONVERGED,,,7.136947,6.152257
-1,-6,0,-12,2.223481,1.472805,-0.402414,1.50308,1.194258,-0.284229,1.70552,1.574751,-0.480774,1.651983,1.852602,-0.415406,CONVERGED,,,7.084064,6.094416
1,-6,0,-12,2.113985,1.389793,-0.399657,1.51463,1.197696,-0.284849,1.722832,1.579591,-0.480502,1.662654,1.857968,-0.415991,CONVERGED,,,7.014101,6.025048
3,-6,0,-12,1.988978,1.298933,-0.394149,1.525191,1.200092,-0.284965,1.743709,1.58614,-0.480822,1.675239,1.864851,-0.416986,CONVERGED,,,6.933117,5.950016
5,-6,0,-12,1.854041,1.20344,-0.386689,1.537209,1.203125,-0.285206,1.765748,1.592373,-0.48087,1.688066,1.871202,-0.417651,CONVERGED,,,6.845064,5.87014
-5,-4,0,-12,0.92244,0.933409,-0.309903,1.569677,1.185114,-0.292466,1.951182,1.680346,-0.490927,1.788032,1.910975,-0.420767,NOTCONVERGED,,,6.231331,5.709844
-3,-4,0,-12,2.292053,1.534989,-0.398531,1.419294,1.124227,-0.281591,1.68711,1.565876,-0.479443,1.652761,1.846316,-0.413839,CONVERGED,,,7.051218,6.071408
-1,-4,0,-12,2.212972,1.468438,-0.401236,1.427359,1.12644,-0.281816,1.700094,1.569974,-0.479463,1.660612,1.850379,-0.414366,CONVERGED,,,7.001037,6.015231
1,-4,0,-12,2.101544,1.384351,-0.397913,1.439995,1.130923,-0.282792,1.717769,1.574992,-0.479186,1.671266,1.855986,-0.415094,CONVERGED,,,6.930574,5.946252
3,-4,0,-12,1.976521,1.293421,-0.392254,1.45312,1.135261,-0.283481,1.737769,1.580613,-0.479006,1.682779,1.861525,-0.415551,CONVERGED,,,6.850189,5.87082
5,-4,0,-12,1.843347,1.198778,-0.385186,1.466162,1.139229,-0.284041,1.760048,1.58733,-0.479354,1.69572,1.868479,-0.416521,CONVERGED,,,6.765277,5.793816
-5,-2,0,-12,0.919339,0.930087,-0.308299,1.485285,1.114113,-0.289751,1.943429,1.674186,-0.489264,1.796729,1.907392,-0.419525,CONVERGED,,,6.144782,5.625778
-3,-2,0,-12,2.279905,1.529841,-0.397257,1.33181,1.048596,-0.276948,1.680747,1.560234,-0.477671,1.663054,1.84411,-0.412701,CONVERGED,,,6.955516,5.982781
-1,-2,0,-12,2.198799,1.462246,-0.399248,1.340912,1.051875,-0.277646,1.694041,1.564347,-0.477698,1.670586,1.848198,-0.413295,CONVERGED,,,6.904338,5.926666
1,-2,0,-12,2.089283,1.37927,-0.396508,1.352442,1.055837,-0.278237,1.710783,1.568744,-0.477188,1.681484,1.854021,-0.4142,CONVERGED,,,6.833992,5.857872
3,-2,0,-12,1.964408,1.288286,-0.390757,1.366274,1.060949,-0.279265,1.73212,1.575685,-0.477651,1.69316,1.860049,-0.414893,CONVERGED,,,6.755962,5.784969
5,-2,0,-12,1.832337,1.193812,-0.383674,1.380156,1.065839,-0.280092,1.754716,1.582584,-0.478056,1.704701,1.864985,-0.415112,CONVERGED,,,6.67191,5.70722
-5,0,0,-12,0.918216,0.92698,-0.306466,1.38909,1.03585,-0.284736,1.933176,1.666426,-0.487253,1.806258,1.903244,-0.418174,NOTCONVERGED,,,6.04674,5.5325
-3,0,0,-12,2.266282,1.524006,-0.395406,1.236389,0.968059,-0.270695,1.673453,1.553584,-0.475479,1.675417,1.842653,-0.411872,CONVERGED,,,6.851541,5.888302
-1,0,0,-12,2.185074,1.456226,-0.397447,1.246228,0.971896,-0.271502,1.686695,1.557536,-0.475424,1.682617,1.846175,-0.412194,CONVERGED,,,6.800614,5.831833
1,0,0,-12,2.075777,1.373151,-0.394627,1.25851,0.976834,-0.272548,1.705847,1.564207,-0.476065,1.692836,1.851463,-0.412856,CONVERGED,,,6.73297,5.765655
3,0,0,-12,1.951273,1.282483,-0.389006,1.271397,0.981767,-0.273465,1.725784,1.569966,-0.475947,1.703773,1.856771,-0.413452,CONVERGED,,,6.652227,5.690987
5,0,0,-12,1.818299,1.187622,-0.38161,1.28538,0.987068,-0.274425,1.74754,1.576127,-0.476007,1.71615,1.862999,-0.414244,CONVERGED,,,6.567369,5.613816
-5,-10,-10,-10,,,,,,,,,,,,,,,,5.9539709,5.817482
-3,-10,-10,-10,0.760757,0.737957,-0.253987,0.648385,0.798822,-0.250601,2.843304,2.447235,-0.52487,1.754076,1.812402,-0.414736,NOTCONVERGED,,,6.006522,5.796416
-1,-10,-10,-10,2.150031,1.330346,-0.353993,1.527035,1.278307,-0.279238,2.497096,2.343099,-0.526925,1.438935,1.660336,-0.400813,CONVERGED,,,7.613097,6.612088
1,-10,-10,-10,2.085451,1.277291,-0.358492,1.531509,1.278081,-0.278952,2.501596,2.337457,-0.525578,1.44605,1.664219,-0.40116,CONVERGED,,,7.564606,6.557048
3,-10,-10,-10,1.984129,1.206436,-0.357323,1.532397,1.274681,-0.277802,2.509383,2.329992,-0.523802,1.457495,1.670621,-0.401883,CONVERGED,,,7.483404,6.48173
5,-10,-10,-10,,,,,,,,,,,,,,,,7.350711,6.3723284
-5,-8,-10,-10,0.735992,0.786787,-0.273258,1.623469,1.282484,-0.288941,2.97525,2.557112,-0.541261,1.57602,1.723622,-0.405461,NOTCONVERGED,,,6.910731,6.350005
-3,-8,-10,-10,0.78579,0.761052,-0.261908,1.61882,1.279712,-0.288483,2.879489,2.495857,-0.536404,1.572696,1.725371,-0.406607,NOTCONVERGED,,,6.856795,6.261992
-1,-8,-10,-10,2.146072,1.329458,-0.353893,1.507163,1.246382,-0.286141,2.491973,2.339149,-0.525928,1.440693,1.658723,-0.400071,CONVERGED,,,7.585901,6.573712
1,-8,-10,-10,2.080164,1.275814,-0.358049,1.512226,1.246712,-0.28581,2.496883,2.333852,-0.524809,1.447733,1.662705,-0.40053,CONVERGED,,,7.537006,6.519083
3,-8,-10,-10,1.979642,1.20499,-0.356849,1.521213,1.248777,-0.285915,2.505353,2.326909,-0.523077,1.457972,1.668477,-0.401106,CONVERGED,,,7.46418,6.449153
5,-8,-10,-10,1.86427,1.127011,-0.353225,1.531951,1.25135,-0.286232,2.516602,2.320389,-0.521658,1.470804,1.676351,-0.402293,CONVERGED,,,7.383627,6.375101
-5,-6,-10,-10,0.733502,0.784274,-0.272246,1.588596,1.241783,-0.294288,2.96802,2.551709,-0.540313,1.579392,1.72184,-0.404694,NOTCONVERGED,,,6.86951,6.299606
-3,-6,-10,-10,0.785291,0.759727,-0.261232,1.581642,1.237717,-0.29361,2.870493,2.489692,-0.535689,1.576016,1.723394,-0.405788,NOTCONVERGED,,,6.813442,6.21053
-1,-6,-10,-10,2.13737,1.326429,-0.352925,1.443027,1.184398,-0.285522,2.484117,2.332073,-0.5243,1.448625,1.658458,-0.399188,CONVERGED,,,7.513139,6.501358
1,-6,-10,-10,2.070385,1.272154,-0.356913,1.450053,1.186222,-0.285687,2.489357,2.327172,-0.523292,1.456141,1.663282,-0.400012,CONVERGED,,,7.465936,6.44883
3,-6,-10,-10,1.970327,1.201626,-0.355852,1.460697,1.189546,-0.286164,2.497869,2.320339,-0.521597,1.466265,1.669071,-0.400647,CONVERGED,,,7.395158,6.380582
5,-6,-10,-10,1.854456,1.123249,-0.351923,1.472823,1.193423,-0.28679,2.50913,2.313732,-0.520124,1.478441,1.6763,-0.401619,CONVERGED,,,7.31485,6.306704
-5,-4,-10,-10,0.731058,0.781205,-0.270914,1.514973,1.175495,-0.292906,2.956985,2.543021,-0.539053,1.58886,1.721594,-0.4041,NOTCONVERGED,,,6.791876,6.221315
-3,-4,-10,-10,0.782723,0.756657,-0.259656,1.50852,1.171887,-0.292327,2.858341,2.479852,-0.533552,1.584275,1.722202,-0.404801,NOTCONVERGED,,,6.733859,6.130598
-1,-4,-10,-10,2.126212,1.322152,-0.351488,1.361527,1.110744,-0.28167,2.474786,2.323973,-0.52253,1.459221,1.658893,-0.39833,CONVERGED,,,7.421746,6.415762
1,-4,-10,-10,2.058586,1.267689,-0.355514,1.369387,1.113279,-0.282024,2.479933,2.318542,-0.52127,1.466672,1.663399,-0.399025,CONVERGED,,,7.374578,6.362909
3,-4,-10,-10,1.957849,1.196498,-0.35406,1.380704,1.117178,-0.282634,2.48913,2.312001,-0.519575,1.478413,1.67111,-0.400447,CONVERGED,,,7.306096,6.296787
5,-4,-10,-10,1.842488,1.118392,-0.350286,1.39278,1.121372,-0.28323,2.499244,2.304331,-0.517646,1.488615,1.675935,-0.400484,CONVERGED,,,7.223127,6.22003
-5,-2,-10,-10,0.726792,0.777136,-0.269253,1.426821,1.10011,-0.288965,2.944188,2.532968,-0.537148,1.600468,1.721379,-0.403366,NOTCONVERGED,,,6.698269,6.131593
-3,-2,-10,-10,0.781145,0.754061,-0.258155,1.41935,1.095871,-0.288098,2.844436,2.469119,-0.531734,1.596179,1.722462,-0.404266,CONVERGED,,,6.64111,6.041513
-1,-2,-10,-10,2.114313,1.317754,-0.350222,1.271581,1.031546,-0.276095,2.464902,2.31495,-0.520412,1.471862,1.660207,-0.397796,CONVERGED,,,7.322658,6.324457
1,-2,-10,-10,2.045481,1.262397,-0.353765,1.278699,1.03376,-0.276247,2.470836,2.309995,-0.519374,1.479255,1.664586,-0.398424,CONVERGED,,,7.274271,6.270738
3,-2,-10,-10,1.945605,1.191782,-0.3526,1.290746,1.038495,-0.277133,2.479204,2.30324,-0.517647,1.489295,1.670326,-0.399042,CONVERGED,,,7.20485,6.203843
5,-2,-10,-10,1.83051,1.113748,-0.348789,1.304496,1.044183,-0.278399,2.490601,2.296759,-0.516171,1.500672,1.676945,-0.399975,CONVERGED,,,7.126279,6.131635
-5,0,-10,-10,0,0,0,0,,,,,,,,,,,,6.51829315,5.99667
-3,0,-10,-10,0.777788,0.750499,-0.256616,1.322665,1.015179,-0.282368,2.83014,2.457708,-0.529607,1.608948,1.72221,-0.403484,CONVERGED,,,6.539541,5.945596
-1,0,-10,-10,2.101905,1.312823,-0.348686,1.174397,0.947661,-0.268771,2.454825,2.305772,-0.518345,1.484952,1.66085,-0.396898,CONVERGED,,,7.216079,6.227106
1,0,-10,-10,2.032521,1.257611,-0.352379,1.183198,0.951491,-0.269653,2.459471,2.299865,-0.516872,1.492183,1.665194,-0.397547,CONVERGED,,,7.167373,6.174161
3,0,-10,-10,1.932323,1.186547,-0.350941,1.195238,0.956516,-0.270633,2.46936,2.294319,-0.515677,1.502883,1.671742,-0.398641,CONVERGED,,,7.099804,6.109124
5,0,-10,-10,,,,,,,,,,,,,,,,7.02628378,6.04102872
-5,-10,-8,-10,0.731326,0.781371,-0.270489,0.63245,0.78567,-0.247307,2.77936,2.36472,-0.530681,1.796654,1.835031,-0.417736,NOTCONVERGED,,,5.93979,5.766792
-3,-10,-8,-10,0.79237,0.761137,-0.25964,0.645855,0.797029,-0.250395,2.687341,2.307012,-0.525069,1.774103,1.825678,-0.417052,NOTCONVERGED,,,5.899669,5.690856
-1,-10,-8,-10,2.171055,1.3597,-0.363823,1.534115,1.280464,-0.279328,2.361578,2.208021,-0.523437,1.453193,1.669394,-0.401834,CONVERGED,,,7.519941,6.517579
1,-10,-8,-10,2.093598,1.298943,-0.366274,1.534803,1.27728,-0.278396,2.369696,2.204093,-0.52223,1.462443,1.674457,-0.402466,CONVERGED,,,7.46054,6.454773
3,-10,-8,-10,1.987043,1.223854,-0.364103,1.535904,1.273822,-0.277161,2.380919,2.200041,-0.521126,1.474357,1.681057,-0.403183,CONVERGED,,,7.378223,6.378774
5,-10,-8,-10,1.86538,1.141387,-0.359187,1.5313,1.265945,-0.274946,2.393928,2.194962,-0.519755,1.489754,1.689588,-0.404331,NOTCONVERGED,,,7.280362,6.291882
-5,-8,-8,-10,0.75675,0.806639,-0.278943,1.631312,1.284606,-0.288892,2.805686,2.405956,-0.541187,1.594641,1.735988,-0.407508,NOTCONVERGED,,,6.788389,6.233189
-3,-8,-8,-10,0.819989,0.786245,-0.268119,1.626018,1.282188,-0.288838,2.71129,2.345902,-0.534961,1.587609,1.735797,-0.408314,NOTCONVERGED,,,6.744906,6.150132
-1,-8,-8,-10,2.166419,1.358286,-0.363369,1.516308,1.249921,-0.286459,2.357702,2.205045,-0.522779,1.45516,1.668378,-0.401428,CONVERGED,,,7.495589,6.48163
1,-8,-8,-10,2.089717,1.298011,-0.366086,1.522793,1.250901,-0.28637,2.366067,2.201785,-0.521896,1.463662,1.673261,-0.402073,CONVERGED,,,7.442239,6.423958
3,-8,-8,-10,1.983683,1.222974,-0.363851,1.533118,1.253289,-0.286665,2.377935,2.197888,-0.520703,1.475527,1.680948,-0.403454,CONVERGED,,,7.370263,6.355099
5,-8,-8,-10,1.86311,1.141009,-0.3591,1.542184,1.25494,-0.286549,2.391355,2.193413,-0.519322,1.487087,1.687021,-0.403869,CONVERGED,,,7.283736,6.276383
-5,-6,-8,-10,0.755184,0.80459,-0.278046,1.600399,1.246485,-0.295054,2.799447,2.401384,-0.540504,1.596935,1.733751,-0.406727,NOTCONVERGED,,,6.751965,6.18621
-3,-6,-8,-10,0.8187,0.784472,-0.267311,1.591197,1.241527,-0.294149,2.704293,2.3406,-0.533935,1.591222,1.734303,-0.407741,CONVERGED,,,6.705412,6.100902
-1,-6,-8,-10,2.157468,1.35505,-0.362425,1.4537,1.188872,-0.286123,2.350431,2.198502,-0.521172,1.464258,1.669585,-0.401152,CONVERGED,,,7.425857,6.412009
1,-6,-8,-10,2.078698,1.293647,-0.364571,1.461701,1.191216,-0.286459,2.358534,2.195078,-0.520209,1.471677,1.673468,-0.401384,CONVERGED,,,7.37061,6.353409
3,-6,-8,-10,1.97296,1.218714,-0.362394,1.474102,1.195571,-0.287389,2.370943,2.191514,-0.519085,1.482496,1.679806,-0.402248,CONVERGED,,,7.300501,6.285605
5,-6,-8,-10,1.852949,1.136876,-0.3576,1.48602,1.199082,-0.287792,2.384732,2.187122,-0.517709,1.494524,1.686777,-0.403124,CONVERGED,,,7.218225,6.209857
-5,-4,-8,-10,0.751891,0.801055,-0.276579,1.528458,1.181545,-0.294202,2.789082,2.393315,-0.538937,1.606468,1.73368,-0.406254,NOTCONVERGED,,,6.675899,6.109595
-3,-4,-8,-10,0.815425,0.781588,-0.266078,1.518434,1.176126,-0.293085,2.693238,2.332407,-0.532484,1.599672,1.733098,-0.406744,NOTCONVERGED,,,6.626769,6.023219
-1,-4,-8,-10,2.146007,1.35065,-0.361027,1.373081,1.116171,-0.282695,2.342027,2.191096,-0.519499,1.473563,1.668419,-0.399617,CONVERGED,,,7.334678,6.326336
1,-4,-8,-10,2.067016,1.289027,-0.363128,1.381772,1.118903,-0.283046,2.350094,2.187169,-0.5182,1.48259,1.67425,-0.400756,CONVERGED,,,7.281472,6.269349
3,-4,-8,-10,1.961029,1.214026,-0.360875,1.39401,1.12353,-0.283994,2.361919,2.183363,-0.517114,1.492509,1.679623,-0.401234,CONVERGED,,,7.209467,6.200542
5,-4,-8,-10,1.842113,1.132445,-0.356153,1.406277,1.127434,-0.284431,2.376983,2.180529,-0.516381,1.504801,1.686906,-0.402327,CONVERGED,,,7.130174,6.127314
